x1,x2,y
0.0157079632679489,0.0157079632679489,0.0314107590781282
0.0314159265358979,0.0314159265358979,0.0627905195293133
0.0471238898038469,0.0471238898038469,0.0941083133185143
0.0628318530717958,0.0628318530717958,0.1253332335643042
0.0785398163397448,0.0785398163397448,0.1564344650402308
0.0942477796076938,0.0942477796076938,0.1873813145857246
0.1099557428756427,0.1099557428756427,0.2181432413965425
0.1256637061435917,0.1256637061435917,0.2486898871648548
0.1413716694115407,0.1413716694115407,0.2789911060392293
0.1570796326794896,0.1570796326794896,0.3090169943749474
0.1727875959474386,0.1727875959474386,0.3387379202452914
0.1884955592153876,0.1884955592153876,0.368124552684678
0.2042035224833365,0.2042035224833365,0.3971478906347806
0.2199114857512855,0.2199114857512855,0.4257792915650727
0.2356194490192345,0.2356194490192345,0.4539904997395468
0.2513274122871834,0.2513274122871834,0.4817536741017153
0.2670353755551324,0.2670353755551324,0.5090414157503713
0.2827433388230814,0.2827433388230814,0.5358267949789967
0.2984513020910304,0.2984513020910304,0.5620833778521306
0.3141592653589793,0.3141592653589793,0.5877852522924731
0.3298672286269283,0.3298672286269283,0.6129070536529765
0.3455751918948773,0.3455751918948773,0.6374239897486897
0.3612831551628262,0.3612831551628262,0.6613118653236518
0.3769911184307752,0.3769911184307752,0.6845471059286887
0.3926990816987242,0.3926990816987242,0.7071067811865476
0.4084070449666731,0.4084070449666731,0.7289686274214116
0.4241150082346221,0.4241150082346221,0.7501110696304596
0.4398229715025711,0.4398229715025711,0.7705132427757893
0.45553093477052,0.45553093477052,0.7901550123756904
0.471238898038469,0.471238898038469,0.8090169943749475
0.4869468613064179,0.4869468613064179,0.8270805742745618
0.5026548245743669,0.5026548245743669,0.8443279255020151
0.5183627878423159,0.5183627878423159,0.8607420270039436
0.5340707511102649,0.5340707511102649,0.8763066800438637
0.5497787143782138,0.5497787143782138,0.8910065241883678
0.5654866776461628,0.5654866776461628,0.9048270524660196
0.5811946409141118,0.5811946409141118,0.9177546256839813
0.5969026041820608,0.5969026041820608,0.9297764858882516
0.6126105674500097,0.6126105674500097,0.9408807689542256
0.6283185307179586,0.6283185307179586,0.9510565162951536
0.6440264939859076,0.6440264939859076,0.9602936856769432
